"","1"
"histologic_diagnosis",0
"tumor_sample_type",0
"history_neoadjuvant_treatment",0
"anatomic_neoplasm_subdivision",0
"pharmaceutical_therapy_type",-0.232712722636292
"prospective_collection",0.773145279308488
"retrospective_collection",-2.07308777644759e-14
"gender",0
"history_other_malignancy",0
"initial_pathologic_dx_year",0.470733364015952
"age_at_diagnosis",0.0156420651829309
"ajcc_tumor_pathologic_pt",0.117490053067382
"ajcc_nodes_pathologic_pn",0.0135024941647477
"ajcc_metastasis_pathologic_pm",0
"er_status_by_ihc",-0.171929125803004
"pr_status_by_ihc",-0.160912595692286
"days_to_initial_pathologic_diagnosis",0
"histological_type",0
"icd_o_3_histology",-0.0155946115492837
"icd_o_3_site",-0.170311470440373
"tissue_source_site",-0.00377960105076025
"tumor_tissue_site",0
"drug_tx_indicator",0
"malignancy_type",0
"radiation_tx_indicator",0
