"","1"
"histologic_diagnosis",0
"tumor_sample_type",0
"history_neoadjuvant_treatment",0
"anatomic_neoplasm_subdivision",0.00329724103754469
"pharmaceutical_therapy_type",-0.217447372203578
"prospective_collection",1.10413020251726
"retrospective_collection",-3.20527530595372e-14
"gender",0
"history_other_malignancy",0
"initial_pathologic_dx_year",0.515632168064107
"age_at_diagnosis",0.0131358614679762
"ajcc_tumor_pathologic_pt",0.0685464327365124
"ajcc_nodes_pathologic_pn",0.00918576476261215
"ajcc_metastasis_pathologic_pm",0
"er_status_by_ihc",-0.242451777591726
"pr_status_by_ihc",-0.0441968981649256
"days_to_initial_pathologic_diagnosis",0
"histological_type",0
"icd_o_3_histology",-0.00378933835628135
"icd_o_3_site",-0.396432938826644
"tissue_source_site",-0.0186080749545982
"tumor_tissue_site",0
"drug_tx_indicator",-0.021857962567071
"malignancy_type",0
"radiation_tx_indicator",-1.91008870929551e-15
