"","1"
"histologic_diagnosis",0
"tumor_sample_type",0
"history_neoadjuvant_treatment",0
"anatomic_neoplasm_subdivision",0.00228518497770072
"pharmaceutical_therapy_type",-0.237428723203451
"prospective_collection",0.866867039445327
"retrospective_collection",-1.5180670314338e-14
"gender",0
"history_other_malignancy",0
"initial_pathologic_dx_year",0.476045344094908
"age_at_diagnosis",0.0136520696219648
"ajcc_tumor_pathologic_pt",0.090371485330495
"ajcc_nodes_pathologic_pn",0.0163834584566264
"ajcc_metastasis_pathologic_pm",0
"er_status_by_ihc",-0.35767306975083
"pr_status_by_ihc",-0.0606761556077111
"days_to_initial_pathologic_diagnosis",0
"histological_type",-0.0167543225678647
"icd_o_3_histology",-0.00571999283287337
"icd_o_3_site",-0.214680385090439
"tissue_source_site",-0.0146066353696234
"tumor_tissue_site",0
"drug_tx_indicator",0
"malignancy_type",0
"radiation_tx_indicator",0
